Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ASRVP,AmeriServ Financial Inc.,27,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,19.21,$175.25M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,217.9,$128.18B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",10.93,$2.82B,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold
AMKR,"Amkor Technology, Inc.",11.77,$2.84B,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr
AMPH,"Amphastar Pharmaceuticals, Inc.",19.58,$904.56M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph
IBUY,Amplify Online Retail ETF,65.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibuy
AMHC,Amplitude Healthcare Acquisition Corporation,9.75,$121.88M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhc
AMHCU,Amplitude Healthcare Acquisition Corporation,10,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu
AMHCW,Amplitude Healthcare Acquisition Corporation,0.6,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhcw
ASYS,"Amtech Systems, Inc.",4.96,$69.67M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys
AMRS,"Amyris, Inc.",3.89,$634.28M,2010,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs
ADI,"Analog Devices, Inc.",118.41,$43.63B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi
ANAB,"AnaptysBio, Inc.",18.53,$505.44M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,3.77,$221.17M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl
ANCN,Anchiano Therapeutics Ltd.,1.514,$11.23M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn
ANDA,Andina Acquisition Corp. III,10.25,$142.42M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. III,0.2201,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.5,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.24,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,12.22,$6.04B,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",9.8,$369.41M,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",31.31,$386.39M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,33.13,$470.52M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik
ANIX,"Anixa Biosciences, Inc.",2.27,$52.16M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anix
ANPC,"AnPac Bio-Medical Science Co., Ltd.",7.05,$78.97M,2020,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anpc
ANSS,"ANSYS, Inc.",270.27,$23.13B,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",2.78,$460.26M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs
ATEX,Anterix Inc.,52.44,$902.32M,2015,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex
APA,Apache Corporation,13.77,$5.2B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/apa
APLS,"Apellis Pharmaceuticals, Inc.",30.98,$2.34B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls
APEX,Apex Global Brands Inc.,0.5974,$3.33M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/apex
APXT,Apex Technology Acquisition Corporation,9.925,$442.26M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxt
APXTU,Apex Technology Acquisition Corporation,10.89,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtu
APXTW,Apex Technology Acquisition Corporation,1.53,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtw
APHA,Aphria Inc.,4.33,$1.24B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha
APOG,"Apogee Enterprises, Inc.",22.28,$586.42M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",1.8711,$39.53M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,10.83,$706.76M,2004,n/a,n/a,https://old.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",15.86,$564.64M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",154.19,$5.28B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appf
APPN,Appian Corporation,52.16,$3.54B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appn
AAPL,Apple Inc.,338.8,$1468.47B,1980,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/aapl
APDN,"Applied DNA Sciences, Inc.",7.21,$33.73M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdn
AGTC,Applied Genetic Technologies Corporation,5.02,$129.34M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",56.55,$51.83B,1972,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat
AMTI,Applied Molecular Transport Inc.,25.72,$833.34M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amti
AAOI,"Applied Optoelectronics, Inc.",8.81,$179.19M,2013,Technology,Semiconductors,https://old.nasdaq.com/symbol/aaoi
APLT,"Applied Therapeutics, Inc.",40.74,$901.44M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aplt
APRE,"Aprea Therapeutics, Inc.",30.66,$645.54M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apre
APVO,Aptevo Therapeutics Inc.,5.38,$17.39M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,4.12,$188.1M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aptx
APM,Aptorum Group Limited,3.75,$113.95M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apm
APTO,"Aptose Biosciences, Inc.",6.73,$513.32M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/apto
APYX,Apyx Medical Corporation,4.87,$166.48M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apyx
AQMS,"Aqua Metals, Inc.",0.86,$51.83M,2015,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",2.49,$79.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",4.75,$159.52M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aqst
ARAV,"Aravive, Inc.",12.41,$197.92M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,1.73,$119.3M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abus
ABIO,"ARCA biopharma, Inc.",7.17,$13.92M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",3.85,$38.68M,2015,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,23.2,$586.09M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,30.61,$12.42B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,24.68,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,24.46,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",3.11,$76.1M,2017,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,43.68,$2.4B,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Holdings Inc.,32.92,$674.61M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arct
ARQT,"Arcutis Biotherapeutics, Inc.",25.53,$974.09M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arqt
ARDX,"Ardelyx, Inc.",6.59,$586.88M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",61.31,$3.47B,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,14.79,$6.25B,2004,n/a,n/a,https://old.nasdaq.com/symbol/arcc
ARGX,argenx SE,215.11,$10.11B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,6.379,$56.92M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,11.8603,$41.52M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arkr
DWCR,Arrow DWA Country Rotation ETF,24.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,10.13,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,27.94,$418.64M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",32.73,$3.33B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arwr
ARTL,"Artelo Biosciences, Inc.",1.26,$4.32M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",0.2,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artlw
ARTNA,Artesian Resources Corporation,34.32,$319.53M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",3.05,$13.5M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",31.36,$1.23B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arvn
ARYBU,ARYA Sciences Acquisition Corp II,10.8,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/arybu
ARYA,ARYA Sciences Acquisition Corp.,13.4,$240.78M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,15.4706,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,4.14,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",1.78,$17.78M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,139.62,$6.88B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asnd
APWC,Asia Pacific Wire & Cable Corporation Limited,1.0499,$14.51M,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,1.85,$70.28M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,343.07,$146.03B,1995,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,9.86,$214.87M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",99.64,$6.74B,1994,Technology,EDP Services,https://old.nasdaq.com/symbol/azpn
AWH,Aspira Women&#39;s Health Inc.,4.14,$362.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/awh
ASMB,"Assembly Biosciences, Inc.",20.88,$683.24M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asmb
ASRT,"Assertio Holdings, Inc.",0.9202,$96.99M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",11.16,$73.3M,1995,Finance,Finance Companies,https://old.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",43.34,$978.87M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,11.11,$341.7M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",6.81,$48.33M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,2.71,$20.53M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,6.28,$98.88M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/asur
AACG,ATA Creativity Global,1.1383,$36.13M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aacg
ATRA,"Atara Biotherapeutics, Inc.",9.375,$552.68M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra
ATNX,"Athenex, Inc.",12.28,$1B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",2.84,$558.87M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx
ATIF,ATIF Holdings Limited,2.17,$80.45M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif
AAME,Atlantic American Corporation,1.88,$38.42M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",11.58,$248.52M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi
AUB,Atlantic Union Bankshares Corporation,22.9,$1.8B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aub
AUBAP,Atlantic Union Bankshares Corporation,24.41,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aubap
AY,Atlantica Sustainable Infrastructure plc,26.85,$2.73B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,11.41,$181.04M,1995,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,39.43,$1.03B,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",0.394,$4.71M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afh
ATCX,"Atlas Technical Consultants, Inc.",9.96,$296.23M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcx
ATCXW,"Atlas Technical Consultants, Inc.",0.65,n/a,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcxw
TEAM,Atlassian Corporation Plc,171.62,$42.12B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",59.89,$957.1M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,8.37,$165.3M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom
ATOS,"Atossa Therapeutics, Inc.",3.08,$28.36M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos
BCEL,"Atreca, Inc.",17.44,$490.68M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel
ATRC,"AtriCure, Inc.",44.6,$1.79B,2005,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,650,$1.19B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri
LIFE,"aTyr Pharma, Inc.",3.45,$32.29M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",54,$192.57M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn
AUDC,AudioCodes Ltd.,31.55,$945.03M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",8.61,$76.59M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,15.51,$1.75B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/auph
EARS,Auris Medical Holding Ltd.,0.956,$4.55M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,1.58,$182.84M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",222.96,$48.87B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,12.92,$675.02M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",147.01,$63.18B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",1.08,$14.2M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,8.02,$466.19M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avdl
AHI,"Avadim Health, Inc.",n/a,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ahi
AVCO,Avalon GloboCare Corp.,1.57,$124.01M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/avco
ATXI,"Avenue Therapeutics, Inc.",10.44,$174.17M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",7.52,$120.93M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",14.14,$76.26M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",5.74,$324.21M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",25.075,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",7.07,$308.94M,1993,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avid
RNA,"Avidity Biosciences, Inc.",28.5,$882.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rna
AVGR,"Avinger, Inc.",0.4589,$14.38M,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",26.19,$1.82B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car
RCEL,Avita Medical Limited,6.02,$642.16M,n/a,Capital Goods,Miscellaneous,https://old.nasdaq.com/symbol/rcel
AVT,"Avnet, Inc.",27.325,$2.7B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",21.94,$790.62M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.41,$73.39M,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",25.72,$845.55M,2000,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acls
AXLA,Axcella Health Inc.,5.02,$179.91M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/axla
AXGN,"AxoGen, Inc.",9.2,$365.81M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",94.09,$5.63B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",35.98,$1.41B,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/axnx
AXGT,Axovant Gene Therapies Ltd.,3.31,$130.83M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axgt
AXSM,"Axsome Therapeutics, Inc.",72.27,$2.68B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axsm
AXTI,AXT Inc,4.87,$198.92M,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/axti
AYLA,"Ayala Pharmaceuticals, Inc.",13.98,$174M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ayla
AYRO,"AYRO, Inc.",2.6,$32.45M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/ayro
AYTU,"Aytu BioScience, Inc.",1.47,$177.3M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",0.9279,$26.17M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,1.8,$209.37M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",22.03,$568.98M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",22.4,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",23.32,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",23.47,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyi
RILYM,"B. Riley Financial, Inc.",21.2,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilym
RILYN,"B. Riley Financial, Inc.",20.9,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyn
RILYO,"B. Riley Financial, Inc.",22.33,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyo
RILYP,"B. Riley Financial, Inc.",21.42,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyp
RILYZ,"B. Riley Financial, Inc.",22.5,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.67,$11.37M,n/a,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",116.27,$40.07B,2005,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,90.96,$2.94B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",13.39,$3.26B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,38.57,$1.26B,1993,Finance,Major Banks,https://old.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.4893,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",12.0996,$38.82M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,115.44,$2.73B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/band
BFC,Bank First Corporation,60.17,$465.26M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bfc
BOCH,Bank of Commerce Holdings (CA),6.93,$116M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,31.38,$425.85M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,33.61,n/a,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,16.01,$88.54M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",9.81,$42.57M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/botj
OZK,Bank OZK,23.86,$3.09B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ozk
BSVN,Bank7 Corp.,10.51,$96.97M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/bsvn
BFIN,BankFinancial Corporation,7.96,$119.74M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",15.37,$120.98M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,37.72,$1.33B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,33.42,$2.11B,2015,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,66.045,$4.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,12.64,$1.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dfvs
DTUL,Barclays PLC,74.9,$6.21M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,23.225,$2.98M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,97.475,$6.22M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dtyl
FLAT,Barclays PLC,85.055,$5.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/flat
STPP,Barclays PLC,26.005,$3.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,73.5,$44.59M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tapr
BBSI,"Barrett Business Services, Inc.",48.66,$366.75M,1993,Technology,Professional Services,https://old.nasdaq.com/symbol/bbsi
GOLD,Barrick Gold Corporation,24.07,$42.8B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold
BSET,"Bassett Furniture Industries, Incorporated",7.11,$70.98M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/bset
ZTEST,BATS BZX Exchange,10.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ztest
